comment,replies,date,user_name
"Dude, you look like you fell into the Doughnut glasing machine :D",[],2022-09-09T17:03:09Z,@Ritermann
"If people, and women only knew how totally badass women, people are, who just don’t give a damn about their gender and just do things. Like the female judge once said to a journalist who tried to have her said that she somehow struggled as a women in her field. She instead instead said “no” “I never faced any hardship, because I was not a female lawyer, I was a Lawyer who happened to be female”. ThTs exactly the Boss thing mentality that should be the norm.",[],2022-09-09T16:43:46Z,@Ritermann
"27:41 WHy does this surprise you, exactly? Don't you know that people and corporations that virtue-signal are more bigoted than they let on?",[],2022-09-06T23:00:45Z,@orboakin8074
I can’t stand Elizabeth Holmes fake Voice.  It actually makes me cringe when I heard her.,[],2022-09-06T20:18:26Z,@thelastminmom5251
"I never heard of this term, your a boss...how about we say guy boss too. That's disrespectful as well. Companies don't want  discrimination. Your my boss, I already know you're gender, so why do I need to make that clear to them. Wow I went a bit too far.",[],2022-09-02T03:10:40Z,@alexandraimz.6643
"What is it with high and mighty rich people referring to housekeepers as people who ""clean their toilets"" 😐😑",[],2022-09-02T02:05:48Z,@estellwilliams7409
Why do so many of these women speak so quickly?  Is it a prerequisite to being a business woman?  They sound like they are racing a clock.  Maybe it’s the result of not being heard for so long?,[],2022-09-01T17:06:45Z,@pattymc4726
"Yea ladies, don’t have husbands and children that you raise at home! That’s slavery! Go get a corporate job, working 40+ hours a week for 20+ years, giving all your time to someone you most likely won’t even like, because THAT is freedom. THAT is equality. THAT is #GirlBoss 
I think all or most of these women have some things in common. They’re all childless and husbandless. Anyone wanna guess why? lol",[],2022-08-20T20:39:56Z,@onemaddad3823
"Ah the “Girl Boss”. The type of woman many girls aspire to be, and the type of woman no man wants.",[],2022-08-20T20:28:03Z,@onemaddad3823
"Just laugthing, I had an ""interview"" for a job and it turned out to be and MLM so I turned the offer down but the woman I talked to made me want to start my own buessnies so thank you lady for makeing me do something I like without MLM X'D",[],2022-08-19T09:12:02Z,@TophPower
Anything that woke fails is WONDERFUL!!!!!!!!!!!,[],2022-08-13T15:44:50Z,@aruglaempire2518
"Going on a rant here. I'm a female healthcare startup co-founder/CEO, only woman in the entire startup. I've realized a few things through my journey.
1) Gender/identity doesn't matter but talent does. People can be assholes regardless of their gender/identity.
2) Most founders and investors want to help women founders as much as they can. Literally, no one will benefit if we keep whining about lack of opportunities.
3) The burnout after ""hustling"" for years is crippling. You need to be creative as an executive and make unique decisions. You can only accomplish that if you have clarity of thought. There is no room for clarity of thought if your schedule is jam-packed. 
4) Being an entrepreneur is lonely. It's no where near as glamorous as what everyone portrays it to be.

I want people to work with me or fund my startup because they resonate with our mission to make healthcare accessible. Not because I'm a young, POC, female immigrant founder. I find this identity bs really offensive to my intellect.",[],2022-08-08T18:34:16Z,@alisethi5296
There's no way she was the only woman in chemical engineering at Stanford. My cohort at UA between 2000 and 2004 had like a dozen women.,[],2022-08-07T20:44:20Z,@hamwise881
I’ll never get over Elizabeth’s voice.,[],2022-08-06T18:15:07Z,@mizfts
Ewwwa girl boss is Soo cringe 😖😖😖 I would be embarrassed to be called that,[],2022-08-04T11:15:52Z,@juanar5170
Impossible is nothing.,[],2022-08-02T01:42:12Z,@hope38735
"The blonde that made the blood test stuff was faking her deep voice, she was going the extra mile to be a fraud.",[],2022-07-31T14:04:07Z,@ooflord4071
I really open mention that the Theranos CEO is putting on a face deep voice and there is evidence and testimony of this.,[],2022-07-31T04:23:40Z,@lSeKToRl
"GASLIGHT
GATEKEEP
GIRLBOSS",[],2022-07-30T21:53:51Z,@archercheney5999
Imagine a parallel universe where #boyboss is a thing,[],2022-07-30T00:02:39Z,@fishfashfosh
"It seems to me that using empowerment to supplement success has become using “empowerment” to supplant success. Maybe I’m just crazy, idk.",[],2022-07-29T17:18:10Z,@a_channel2545
girl boss sounds like a name i would give my nieces to let them to feel special when they  were little.,[],2022-07-29T11:37:22Z,@ibobeko4309
the racism is deeply embedded into feminism as a whole. I'm so glad you addressed it and would love to see more videos from you on this topic. great video. will be sharing!!!,[],2022-07-29T01:29:19Z,@julianajaxson
Elizabeth Holmes fake deep voice bugs me so bad,[],2022-07-28T22:20:58Z,@biggchillin3109
"Fighting for equality by creating terms that put you in a box, or bubble that excludes others...",[],2022-07-28T17:23:26Z,@onetwo1013
Gaslamp.  GameStop.  Grillbob.,[],2022-07-28T15:57:11Z,@GingerWritings
those photos of the mlm reps? y I k e s that was whole milk,[],2022-07-26T11:17:09Z,@sav1052
I think it’s hilarious that the Elizabeth Holmes dropped her voice to it’s baritone just to seem more like a man because she thought she would get more respect.,[],2022-07-24T21:41:27Z,@gingerarab7693
"So this “girl boss” thing are just for white women to feed their egos&dollars and having racism,overworked,low paid workers and scam. Well that’s *hell* 😬",['Yuppp'],2022-07-23T05:46:06Z,@LeanlovesLain143
Gaselight,[],2022-07-21T15:22:27Z,@Liliisgettingrich
"I always called my female bosses ""boss"" or their first name if they were cool with it like my male bosses.",[],2022-07-20T14:57:15Z,@tallmex7183
Her fake manly voice is so hilarious and off putting at the same time,[],2022-07-20T00:53:48Z,@sehrishbalouch7068
And wtf is up with Holmes.... Is she really a female or is that voice completely fake AF....,[],2022-07-18T18:33:27Z,@mraymer6344
Crazy group of rich Jewish hags and scammers,['The anti semitism 💀 thought you ate'],2022-07-18T18:23:37Z,@mraymer6344
I'm a girl employee,[],2022-07-18T16:26:23Z,@youconfuseme451
okay but “girlboss” the show is absolutely amazing,[],2022-07-15T00:43:51Z,@eilazerbe
"It's important to note that most of these self-proclaimed 'girl bosses' are women who started their own business _so they've been the boss from the get-go..._ that's a very different perspective to have than someone who works their way up to being the boss, like Sandberg's corporate POV.  And what Sandberg says is true - if there were more women in high-level positions in govt & corporates there would be more diversity - but it's for different reasons than this 'girl boss' idea promotes.  

The primary reason there are less women as you go up the corporate ladder is that the roles become less flexible & more demanding, so when women reach a level where their priorities change they are forced to choose between career & family... the closer to the top that decision happens, the more diverse the overall business tends to be because _it normalises a different way of working_ (which is beneficial for men as well as women).  But make no mistake... women are just as capable of being ruthless & insensitive to get to those executive roles!",['No its systemic misogyny 💀'],2022-07-11T15:29:28Z,@medea27
9:40 you can change the numbers since u made them up 🤐,[],2022-07-08T03:38:07Z,@Oyaji.
"I keep thinking you're saying ""Sophia Anne Caruso"" and picturing Lydia Deetz from Beetlejuice girlbossing and scamming",[],2022-07-07T21:54:01Z,@AdamOfIngolstadt
It takes a lot of skill experience to work for yourself and thrive. It is not a realistic possibility for the fast majority of society especially those in their 20's. With freedom comes a lot of different responsibilities most are unprepared and ill equipped to deal with. Become a proven winner over and over first before chasing unrealistic dreams by yourself.,[],2022-07-05T21:12:53Z,@humps4coin558
Just finished cleaning my room I guess you could say I’m kind of a bossbro,[],2022-06-30T14:01:57Z,@michaelcummings2662
hustle culture being partially INSPIRED by wolf of wallstreet? homie nuh uh,[],2022-06-29T16:09:33Z,@SackofDomino
2:29 great point,[],2022-06-29T16:08:04Z,@SackofDomino
"Very satisfying video👍 Humble yourself,  if you really have it ""like that"" no need to flex, there's way more respect and admiration in it👍",[],2022-06-28T07:04:21Z,@xaviertorres2671
"Love your illustration of #girlboss culture as ultimately just Neo-liberal capitalism [my words not yours obv] repackaged. On point ! Directly citing critiques of White Feminism would be really keen in this context. Plus would offer an opportunity to elevate & engage the work of BIPOC social critics. 

I also notice a whole thread dunking on Elizabeth Holmes for her voice - unchallenged, here in your comment section. Yikes - unchecked casual misogyny masquerading as  - ? social critique - ? Topic for future dedicated vid? There's def. a long and rich history of using 'aesthetic' critique in service of getting women to STFU - a great topic, if you're down to change directions a little.",[],2022-06-23T10:16:38Z,@Articolate
"‘We are all equally terrible’ someone need to make that into a mug 😆, I would totally buy it like if you would.",[],2022-06-20T16:31:01Z,@greenangelynn5774
Gaslighting girl bosses,[],2022-06-18T02:26:26Z,@handleher
"I don't understand how anyone fell for that voice, honestly. It sounds grotesque and super-fake",[],2022-06-16T18:58:32Z,@joakimsen87
"There is always talk about equity and ""more CEOs"" and more female billionaires and whatnot, but I don't hear a call for more women in dirty and hard jobs. Neither do I hear a call for guys to be given more jobs in female dominated industries. Am I missing something here?",[],2022-06-16T01:07:23Z,@cttommy73
gaslight! gatekeep! girlboss!,[],2022-06-15T12:44:28Z,@alexadb23
I am king of the bossbros.,[],2022-06-15T00:08:09Z,@dookylove
Gaslight gatekeep girlboss,[],2022-06-13T23:36:20Z,@shanitsagodie3375
"What I’ve learnt most from this video is that Forbes is a terrible predicted of longevity, success and value lol",[],2022-06-12T20:59:18Z,@ManifestationPowerhouse
"A wise woman once said: You will know nothing if you're just aiming to be a boss. You will receive everything if you aim to be a leader. 
This wise woman is my mother and has led a lot of people to succeed in their lives. Even though she has retired for over ten years, people are still seeking my mother for wisdom.
I used to say: I wanna be like you (my mother). And she responds: You'll be nothing if you're just a wannabe.",[],2022-06-11T17:48:22Z,@harunh_arts
Gaslight. Gatekeep. Girlboss.,[],2022-06-08T02:44:11Z,@YourMom-jd6jp
"When you fake it till you make it, but never make it 😂💀",[],2022-06-06T06:12:26Z,@madvtecyo546
"Working harder will not make you millionnaires. Sleep well, eat well, take care of your mental and your baby, be smart about your money, invest if you can. If you can't, save.",[],2022-06-05T15:12:25Z,@passivepanda3656
"I hate millennials, diversity, inclusion stupid rhetorics used to get your money—can’t wait for this stupid fad or “racism” everywhere—I hope they all burn",[],2022-06-04T01:52:29Z,@katzumihanzo5471
MOTOR MOUTH,[],2022-06-03T11:50:42Z,@grahamwatson6612
"I don’t trust women who feel like they have to ANNOUNCE that they are a girl boss and excessively use the terms hustle and grind. I trust ladies who just simply do their thing with passion and competence without needing to toot their horn every five minutes. 
Also, MLMs, yuck.",[],2022-06-03T09:33:08Z,@mgg5418
“We’re all equally terrible” 🙄🙄🙄🙄,[],2022-05-31T23:00:36Z,@MariaCaterina2012
Geez.. black women just can't catch a break 😮‍💨 this bummed me out,[],2022-05-31T08:02:24Z,@breajahcurley79
"I've never understood the term ""girl boss"" why can't women just be a .... boss. It almost sounds degrading, like... ""oh wow this *woman* can actually do things? Oh wow this *woman* is competent? We'll give her a special little title so that she can be special and equal too!""",[],2022-05-30T18:55:42Z,@p3gasus-M
"Kelis made ""bossy"" something that I WANT to be.🤣♥️",[],2022-05-30T17:49:01Z,@TheBayouBabe
"GirlBoss is like Gamer Girl,
There is no reason to create a distinction between a normal gamer or normal boss and women. 
By creating this distinction it denotes that there is some sort of inherent difference, and not in fact completely normal for women to do these complete gender neutral hobbies or jobs. 
Normalize women in doing these things, don't point at them like its some kind of circus act.",[],2022-05-26T21:32:31Z,@Captainn4t
"I hate hussle culture, I would love to start my own businesses but as a former employee never would I have wanted to work more to please my boss or my companie's goals.... no one should ever expect that from people, we have a right to live and have time to be happy lol. Secondly, those are NOT girl bosses, I personally like the term because it is really much harder for women and more generaly anyone that is under privileged to make it as far as rich white men. That's a fact. I've educated myself a lot about the impact of mysogynie on us, to the point that men interrupt women 60% of the time, when women, only once, and that impostor syndrome almost only  targets women. Men have a tendency to over evaluate their abilities, intelligence and skills whereas women diminish themselves so bad. They will talk down about themselves and won't try to ask for a raise but in general men will much easily claim to have skills they don't even have, ask for much more money and feel entitled. I've read the comments and no, I think there is a BIG difference between male bosses and girl bosses. Men have role models everywhere, even in movies, most of the richest people on earth are men, but women, no matter their colour are almost non existent in positions of power because of mysogynie. There is a huge difference in the hardship and the journey to achieving this status, because men are privileged (white ones) but women are under privileged, so imagine if they are black and/or disabled or mothers omgg.... So the goal of creating an inspirational vibe is really cool, but actually it's all marketing by narcissistic people that juste happen to have a vagina, (+ cis, traigt and white lol) so they feel entitled to the girl boss game... to me this is and shouldn't be a representation we should have of women entrepreneurs, these are just bad people, greedy, racist, with no moral ethics, just like the rich straight male CEO( I mean most of them).",[],2022-05-25T23:24:11Z,@Blabou
"Wow... In 2016, I started a company selling a service for a larger company. Kind of like a franchise. 2017 we barely got our feet wet, doing like $2K worth of business. I built a website from the ground up and managed everything, in 2018 I had figured out advertising and we did $30k in business. 2019 was poised to triple that. But somewhere in the middle of 2018, another person showed up wanting to do what we were doing. They had been a sponsor site previously, but the HQ decided, that even though they would be competing directly with me, to let them move forward. This company (""F"") was run by a woman and the wife of the owner of the parent company (""S"") was all about girl power. So they gave ""F"" precedence over my already established company. The problem was, ""F"" was riding the coattails of my advertising. She wasn't making any new content or pushing the service, simply sitting back and waiting for calls. I began to see a decline in our numbers and had several students opt to go to ""F"" classes because it fit their schedule better (They were already signed up with us and would have taken the course if no other option was available).  I tolerated this direct competition since we were in different cities. But then a second company ""C"" owned by a woman, popped up, right in the middle of our territory. Despite my best efforts, I could not convince ""S"" at HQ to cease the competitive nature. So now I, a man, who had taken an opportunity to grow the parent company's brand was being told to play nice with outright competition because ""We need more women in these fields..."" The stress was too much. It went from something I loved doing to absolute chaos. So I closed up shop in early 2019 and told the parent company ""good luck"". Several of the staff at HQ quit over the debacle and both of the competing companies have effectively disappeared. I know one has a class every month but never has any students. All because they thought there was a demand for the product so there was plenty to go around, but I had spent money to advertise and grew a demand. Once my ads had stopped nobody even knew the company existed. Women are a great asset to many businesses, but when you try to posture your company with female employees so the optics look good, you are not helping anyone. Before those women started their businesses to compete with me, they were in positions to make money from my company as sponsors and instructors.  It hurt to wallk away, but I am glad I did it when I did, COVID may have made that competitive situation exponentially worse.",[],2022-05-24T18:49:09Z,@jasonthephoneboy
they girl bossed too close to the Sun,[],2022-05-23T09:04:31Z,@vekkimheng8766
"Girl boss is something that's plastered on the back of sweatpants you wore in high school, not a life motto to live by now that you're in your 30s with kids 🤣 🙄. If I see a grown woman using that motto I automatically assume they peaked in high-school.",[],2022-05-22T23:44:00Z,@Joslinemk171
✨gaslight gatekeep girlboss✨,[],2022-05-20T20:03:15Z,@hendrikmanuelsstoopslugo7935
"Im blind, I want aware Elizabeth Holmes was a girl, she appears, to a blind man, to identify as a male",[],2022-05-19T05:56:19Z,@davidcampanella7846
I think Girlboss is a concept to inspire / motivate young women to start something big and amazing at an early age. Also rather than focusing on the term the emotion behind it must be understood.,[],2022-05-16T17:45:16Z,@happytyms
"A great man once said, ""everything woke turns to shit"".",[],2022-05-15T09:18:32Z,@DroneStrike1776
"Sophia Amoruso is what you get when you mix smarts with grift. And hey, good for her.  She's made it work... mostly.",[],2022-05-14T18:43:01Z,@ellieveganphilly-7335
I don’t wanna be a girl boss I wanna frolic through fields lol,[],2022-05-10T17:41:10Z,@notime4892
Why does she speak like a robot?,[],2022-05-08T13:49:52Z,@ralphmaver1489
My God! I pity her husband. That voice and demeanor would drive me to the mental health unit.,[],2022-05-08T13:48:51Z,@ralphmaver1489
The Woke will be happy to know human nature has no gender,[],2022-05-07T21:03:06Z,@cheechalker8430
If we want to be equal...how about just be humble and call all bosses.....just bosses,[],2022-05-04T23:23:58Z,@kellyemoh620
"As a middle-aged woman in a predominantly male work environment, it pains me to say that women generally don't make good bosses or leaders.  It's not sexism, just biology.  There's nothing wrong with having male bosses as a woman.  I actually prefer it.",[],2022-05-04T08:15:19Z,@alexlee9180
I think it's 'interesting' that businesses and CEOs that are exploitative and problematic that *don't* have women in positions of authority aren't getting called out as much as businesses with female executives. It's almost like there's two standards and once again women are expected to be perfect while men are allowed to be imperfect but still be recognized as OK enough to be leaders. Hm.,[],2022-05-03T17:04:41Z,@erikahaynes5007
Ah yes..the realization that women can be just as terrible as men,[],2022-05-01T09:03:21Z,@pearls7272
Gaslight gatekeep girl boss,[],2022-04-27T04:44:57Z,@emily-maynorman5471
GASLIGHT GATEKEEP GIRLBOSS xd,[],2022-04-25T15:34:17Z,@krzemciaa
Girl that highlighter is giving major girlboss vibes <333333,[],2022-04-25T10:08:57Z,@cow851
"From a lab tech that does these tests. She would have to jump through so many hoops to pull that off. Our analyzers need several microliters of blood with many different reagents. Fingerstick blood isn't sufficient enough for chemistry panels. 
She'd have to manufacture machinery to compensate for such small, sensitive quantities. Then it would need standardized with several lab organizations and trials.",[],2022-04-23T13:13:13Z,@AH-ph3cb
I recall being recruited by MLM back to back in the mid 2000s .,[],2022-04-23T04:45:07Z,@Tankgirl3000
First thing i notice: all these women talk a lot..in the end they all failed,[],2022-04-22T10:02:19Z,@arlene8938
Um hello who remembers kimbyrleigha! Here on YouTube??,[],2022-04-22T05:30:04Z,@kissedbyarose35
"I think the reality is that regardless your gender, becoming so rich (and sometimes famous) often means you are abusing someone or some sort of system. True Capitalism cannot survive without someone being at the bottom",[],2022-04-21T16:49:16Z,@biancaelizabethsmith8838
"I think it's important for people like Amarouso to keep in mind that just because you're good at running a small or even mid-sized e-shop, being good at sales, is not the same skill set as  being ceo of a major corporation who has tons of employees and brand deals and manufacturing and shipping concerns. She could have gained those skills if she hadn't blown up so big and run with it, but it really sounds like she in particular collapsed because at the end of the day she just didn't have the know-how to manage the growth.",[],2022-04-18T13:54:49Z,@Listening_Books12345
"When you live in a system built upon exploitation, whoever's at the top, would've gotten there by exploitation, and remain at the top via exploitation. There is no such thing as a benign CEO.",[],2022-04-17T07:23:27Z,@phangkuanhoong7967
"Women hate Women... we do it to each other,  that's it.",[],2022-04-15T02:01:36Z,@mishelle140
Great video!,[],2022-04-15T00:15:39Z,@ClodaghQuinnchannel
Boss boy,[],2022-04-11T19:13:13Z,@toddbukauskas8804
You should change the name to “White Privilege Boss Girls Downfall” 🤭,[],2022-04-11T00:18:14Z,@IsaPiemmazzo
"I'm a woman, and through my own experience over my 51 years of working for others.  Women are the hardest to work for because women I've worked for feel like they have a lot to prove. Remember I said in my own experience.  As always...great videos.",[],2022-04-10T19:17:47Z,@justtanja7327
Nice,[],2022-04-10T10:07:40Z,@darkwings7805
I completely thought it was satire. Didn’t know ppl took it so seriously 💀,[],2022-04-10T07:16:02Z,@peepee9446
Inventive… not incentatives,[],2022-04-10T01:00:45Z,@buffysummers2904
Elizabeth Holmes needs some freakin Argan oil and a trim for those split ends! Drives me crazy 😆,[],2022-04-09T01:17:20Z,@sarahbelle6069
"Tbh, as a woman, I feel the term “girl boss” makes a mockery of women. I roll my eyes. I don’t need a hash tag to define my accomplishments.
Great job on this documentary 👏🏽 Really loving your content 🥰",[],2022-04-09T01:12:58Z,@sarahbelle6069
"the fact that i got a ""boss babe"" advert during this video lmao",[],2022-04-08T23:29:50Z,@r.3802
"You know it really confuses me sometimes - these sorts of people, they're obviously willing to work hard but then they go and do real shady shit. With that work ethic, you'd think they'd make something of themselves just doing the right thing in their businesses?",[],2022-04-08T09:09:42Z,@SnowYuzu
"When my boss is a female, it scares me. Male bosses don’t scare me as much as female ones for some reason. 😭
& being BOSSY turns some guys on… don’t ban the word please why😫",[],2022-04-05T21:33:41Z,@1rage17
Subscribed and notifications on 😊✨,[],2022-04-05T13:52:28Z,@cardinalcrone
This is a depressing vid. I just really hate how damning this shit is for females. Its just sad.,[],2022-04-05T04:30:11Z,@drdemise
Pourquoi l'Irlande est-elle la plus riche d'Europe ? | Toujours la pauvreté dans les années 1980 https://youtu.be/ucbzXujRZzY,[],2022-04-02T05:59:00Z,@yenhoang-rs2lh
Great video!!😁,[],2022-04-01T14:55:43Z,@vonniescot100
"""Hey girl hey do you want to be a boss babe?""",[],2022-03-31T23:57:09Z,@elinawitbooi3150
People is pretty stupid. The Thanos's tech was a Disneyland believe.,[],2022-03-31T23:23:59Z,@karinatrujillo8437
"Gaslight, Gatekeep, GirlBoss!",[],2022-03-31T16:51:48Z,@rebekastarr2024
So much for the patriarchy narrative. Turns out female toxicity exists too. It almost seems like gender has nothing to do with it cause all human beings are flawed! Who would’ve thought?!,[],2022-03-31T13:14:09Z,@Kteeee
Using the term girl boss is nothing more than a compensatory defense mechanism for deeply seeded insecurities.,[],2022-03-31T13:10:57Z,@Kteeee
Also calling them girls and not WOMEN is infatilizing and condescending,[],2022-03-31T00:05:15Z,@ginnygin7141
"The ridiculous idea that women in power will be any more compassionate than men in power is so annoying. There is literally no evidence of that. in fact many powerful women overcompwnsate and are worse than men because they try to compete and be more ""manly"" than the men. Current feminism is just mostly trying to act like men.  Additionally, The need to change language instead of behavior is delusional and dumb af.",[],2022-03-31T00:04:13Z,@ginnygin7141
19:35 that was the fakest tear wipe bid for sympathy i have ever seen,[],2022-03-27T22:27:13Z,@KrystalMimms
"There was a short-lived tv show call Girl Boss that followed Sophia Amoruso and portrayed her as a sociopathic, sticky fingered manipulator. Seems it wasn’t far off.",[],2022-03-26T16:29:54Z,@kvbstudios316
I hope my douchebag boss won't ever come across this video because he'll start calling himself #BossBro and I'll have to quit.,[],2022-03-23T13:37:41Z,@emmanuel7489
millennials care about ethical companies. so they buy apple products made by slave labor.,[],2022-03-22T14:54:13Z,@thenullreferenceexception8121
gaslight gatekeep girlboss <3,[],2022-03-22T03:20:03Z,@pipertibbitt4930
i had actually never heard of girl boss 😂🤷🏼‍♀️,[],2022-03-21T09:50:56Z,@IamPINKIEDaniels
There's a goddamn cafe near my house called rise and grind. I wanna throw old eggs at it.,[],2022-03-21T07:21:08Z,@maryanne1830
Inclusive yeah will include everybody that looks like her,[],2022-03-20T01:19:50Z,@gabrieldacruz3150
Seems like all these women are scam artist like I said they don't build anything the ones that do the clothing thing they copy everybody else and steal everybody else's ideas and they seem to make more money on being on YouTube and all that then actually running the business so and you wonder why is not enough women running the world they don't have original ideas they really don't make businesses that run very well and put 10 women in the room and all they're going to do is argue with each other have you never watched housewives I try not to but you know every now and then I like to look at the big boobies,[],2022-03-20T01:13:07Z,@gabrieldacruz3150
Is it me or she sounds like a man or maybe he sounds like a man and a turtlenecks and I saw the neck there for a second I'm not positive but I think she had the lump in her throat that she's not supposed to have in her throat,[],2022-03-20T01:07:19Z,@gabrieldacruz3150
Here's the problem with the girl boss power thing they're not really building in the necessities did building the stuff that yeah they're nice to have but they're not necessities necessities you buy every single day luxuries you buy them when you can afford them if you look at Ukraine right now do you think they need lipstick and all that crap they need the necessities and if you're not being in that business you're not helping anybody not only that this theory is work hard put in all kinds of hours but other men and women men tend to work more hours than women and you're going to spend all your time at work you're not going to have any kind of social life,[],2022-03-20T00:56:57Z,@gabrieldacruz3150
"I literally can't see ""ban b🚫ssy"" and don't read ""ban bussy""",[],2022-03-19T17:33:47Z,@skyzzz7638
"all companies lie, all of them.",[],2022-03-18T16:03:00Z,@Andropov-l2w
"boy boss okay, girl boss not okay. does apple make good working environments for its asian employees?! no apple doesn't.",[],2022-03-18T16:01:54Z,@Andropov-l2w
"I think that stuff that start out as ""Come, join our cause, become something special"", if it actually succeeds in attracting people, it'll automatically become a selling point, and turn into a commercial tool.
It's like that feminism was used as a means of selling cigars to woman... To make them feel more ""empowered"".
Terms and ideas don't change the world, actions do... And the casual action of corporations, is to convince the masses to buy whatever they are selling.

The whole ""We are green"", ""We are inclusive"",  ""We are supporting the poor"" or even ""We are a religious/traditional business""... It's all just one big way of saying ""Buy because nonsense"".

And it works... Time changes the words according to what trends, the items and concepts are the same - ""Give me money and power"".

No one is changing the world, they just make the masses believe they do.",[],2022-03-17T05:54:21Z,@Shimamon27
Sheryl Sandberg is ANOTHER White Woman enabled by a creepy WHITE  man( FB started as an app. so Zuckerburg could rate women at his University) who acts as savagely as their male counterparts to keep her position of authority. GROSS!,[],2022-03-15T15:00:33Z,@margaretlowe5220
You Tube is actually ADVERTISING MLM/ PYRAMID SCHEME on this channel! DISGUSTING!,[],2022-03-15T14:53:19Z,@margaretlowe5220
"Never in my life have I ever heard the term boy boss.  I have bosses yes predominantly men ,but that's beyond my control.",[],2022-03-05T14:04:25Z,@pbabuik
Love that I'm watching a video on the program with the girlboss. And have several mlm adds.... like eash.....,[],2022-03-03T21:45:13Z,@FreedomeSeeker
"That Elizabeth girl literally looks like mark zuc but female, she acting like him so hard 💀","['I see the similarities, but she modeled herself after Steve Jobs. Mark probably did too, hence the similarities.']",2022-03-03T04:40:59Z,@poop3620
Watch this out of curiosity and it has a section in movies where suddenly every movie had that tough female CEO who will show those dastardly men who's boss. I did wonder where it came from.,[],2022-03-01T12:52:22Z,@Jaymalkin980
YouTube is engaged in censorship and they should be absolutely ashamed 😔,"[""It's automated and not physically checked by people unless it's a copyright strike"", '@@Sammy102093 and yet youtube chose to add it']",2022-02-28T18:37:40Z,@Xendava
Guess YouTube doesn't like truth. 😕,[],2022-02-28T18:35:50Z,@Xendava
Gaslight gatekeep girlboss,[],2022-02-28T16:59:14Z,@phathu__r
"Anyone out there wanting a change of pace and a bit if a laugh...check out novympia's channel. Their therapist parody is spot on!!

I leave it in your hands.
Sorry. I meant theranos parody.",[],2022-02-27T11:38:11Z,@peytonpupstar7931
#Bars 🔥🔥🔥 THIS ENTIRE VIDEO 🔥🔥🔥 #GaslightGatekeepGirlboss,[],2022-02-26T21:17:06Z,@KabeloNgwenya
Gaslight gatekeep GIRLBOSS,[],2022-02-26T15:25:09Z,@spenn.b8691
at least 2 of those women weren't white. why say that?,[],2022-02-24T19:38:18Z,@deadocmike1
All democrats...,[],2022-02-23T03:42:07Z,@billyferal5558
We all are equally terrible. 💀🤣,[],2022-02-22T14:57:28Z,@TheArbitraryObserver
"Sheesh, “Girlboss?” How about a world where my daughter can use her brains and skills - because she has brains and skills, and she doesn’t have to continually deal with obstacles that only have to do with her having XX chromosomes.",[],2022-02-21T07:04:52Z,@miketaylor9517
GASLIGHT GATEKEEP GIRLBOSS 😎,[],2022-02-19T18:52:55Z,@rominawitschnig
They should be called white girl massa,[],2022-02-19T13:54:20Z,@yrasphong
Wow Forbes really knows what they're doing 🤣🤣🤣,[],2022-02-19T11:24:27Z,@lineakristensen1821
The second one talks so fast. Relax lady.,[],2022-02-19T11:21:35Z,@lineakristensen1821
"Well, women are kind of cringe.",[],2022-02-18T14:39:37Z,@xcidgafhamas
Excellent analyzes. Go #Bossboys,[],2022-02-14T12:14:47Z,@parisfrancemission
"It says a lot that when they get in trouble for copying poc, they fall back on white woman tears(tm). 
They're all girlboss until they need to act like meak and feeble women",[],2022-02-12T22:40:47Z,@AdamOfIngolstadt
“Incentitives” lol :) that’s a new one,[],2022-02-11T02:38:38Z,@triplefours
Most females let the title go to their head and become assholes! Make bosses are the best! Just fought my current supervisor for 2 years until she was demoted and I was fired for 13 months because she made up lies! It took a full 13 months to go back! I won my case in pre arbitration! I wasn’t back 2 months and she cussed so much shit was demoted to less than half her pay!!!,[],2022-02-09T23:41:55Z,@amandaann3272
"It became a sham and a scam.
Man repellant became business repellant 🤣 Even when they shortened it to repellent that still wasn't good, would you want a tag such as, ""buy our brand it's repellant""?

Great video well researched and made thank you.",[],2022-02-09T22:18:24Z,@owenfitzgerald3219
girlboss and sigma male sit on the same table,[],2022-02-08T14:45:19Z,@efcapitalism
i remember influencers always doing halls with nasty gal. i even joined that girlboss website at one point... i had no idea all this happened tho,[],2022-02-08T04:01:35Z,@RoseWaterxox
Gaslight 💡 gatekeep 🚫 girlboss 👧,[],2022-02-07T01:32:52Z,@jacobthebeaubeauty
I love to see Clinton and Jak L1es faces; cheaters cheated.,[],2022-02-06T08:14:26Z,@alarconzambrana
"This just proves that men & women are equal, equally shitty😂",[],2022-02-05T23:53:35Z,@ldufhnxksof
When you put it all together in one video it the whole deal is just so pathetic lol. Glad I never bought into all that crap 😅,[],2022-02-05T11:55:43Z,@Sparky82
"Lol - This hustle culture is so toxic, great video!",[],2022-02-04T23:32:28Z,@ArizonaHurley
I’ve never heard girlboss outside of MLMs. Terms like SheEO (CEO but for women) or womantrepreneur are only used in MLMs pretty much,[],2022-02-04T14:56:32Z,@LucasFernandez-fk8se
Gaslight gatekeep Girl Boss lmao,[],2022-02-04T08:45:33Z,@toshar4515
"Women only want positions of power, but they have a caricatured idea of what leaders actually do. They actually work, they just don’t make reservations at restaurants, wear Prada, and say “ I’m the boss.” They want to be heads of state, but don’t want to dig ditches. When held accountable, their incompetence is exposed, they go bankrupt, or go to jail.",[],2022-02-04T08:01:11Z,@eeriened3525
