2018-03-20 12:53:53,"I consider myself quite knowledgeable and aware of gender biases - from reading and watching a lot on these issues. But I learned so much, listening to HBR’s Women at Work. Clearly, there are a lot of challenges that I did not even know of. But being aware of them helped me understand some of the behaviors and actions of people I interact with. I can’t wait for season 2! Thanks so much for creating this highly insightful and helpful podcast.",5,Emeraldtigress,Eye-opening! A ‘must listen’ for working women!
2018-03-16 12:19:59,These have been so helpful to me - the Conversations are relatable and practical.  I hope they do more of these.,5,Zmel1014,Love!
2018-02-27 00:25:53,Great podcast! I’ve learned so much from all the episodes I’ve listened to. I really hope this will be longer than 6 episodes.,5,siyarmaine,Helpful and timely information
2018-02-21 18:52:31,Listened (without interrupting) to the episode about listening. Lots of helpful tips!,5,Tobey K,Keep it up!
2018-02-10 14:03:48,"Quite pleased with the candor and depth of conversation, as well as the intergenerational perspectives. Looking forward to more.",5,Rue_Margo,Way better than expected!
2018-02-08 13:41:00,"As a professional woman, this podcast (so far) addresses the issues that run through my head on a daily basis. Thank you so much for putting your talent and energy into this project.",5,Aygioane,Simply amazing
2018-02-08 06:37:16,"Ladies! Congratulations on such an amazing podcast. The topics are smart, relevant, and really interesting. Great guests and great questions! You're only two episodes in, but it has already been so helpful! I'm looking forward to the episodes to come. Great work!",5,CGomezUSC,Smart and Relevant
2018-02-06 16:37:07,This podcast is great,5,Val2299,So good!!
2018-01-31 17:06:31,I am a devoted HBR Ideacast fan. I was thrilled to hear about Women at Work. The first episode felt like  an informative coffee shop conversation with fierce female friends! Looking forward to future episodes.,5,DickieBirdFarmerette,Pumped for this podcast
2018-01-27 17:29:30,I enjoyed the first episode - much of it resonated my own experience and challenges. There was a good balance between experts and research and examples from reality.I found the advice helpful and look forward to putting it to use. I'm looking forward to future episodes!,5,lataylor_!,"Helpful, Interesting, Relevant"
2018-01-26 20:35:14,Can’t wait to share with the women at my company!,5,Al :) xoxo,So helpful!
